claim_id,customer,customer_plant,claim_country,claim_language,claim_description,production_plant,production_country,part_category,part_name_ko,part_name_en,part_number,production_date,delivery_date,occurrence_date,claim_received_date,claim_confirmed_date,claim_status,defect_type_ko,defect_type_en,severity,claim_quantity,unit_price_usd,claim_amount_usd
CLM-001379,Kia,기아 광주공장,KR,ko,리어콤비램프(SL-LMP-38884) 부품에서 크랙·파손 발생. Kia 기아 광주공장에서 확인됨.,SL 진량공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-38884,2024-11-28,2024-12-03,2025-09-03,2025-09-08,2025-09-14,기각,크랙·파손,Crack & Breakage,Major,50,80.02,4481.12
CLM-001380,Ford,Ford-Werke Cologne,DE,de,Foreign Material Contamination bei Inside Mirror (SL-MIR-16714) festgestellt. Erkannt bei Ford-Werke Cologne.,SL 안산공장,KR,Mirror Systems,룸미러,Inside Mirror,SL-MIR-16714,2024-02-28,2024-03-14,2025-03-22,2025-03-24,2025-04-24,확정,이물혼입,Foreign Material Contamination,Minor,20,32.82,662.96
CLM-001381,GM,GM Brazil Gravataí,BR,pt,Other detectado em Bumper Beam (SL-FEM-58200). Identificado na GM Brazil Gravataí.,SL Alabama,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-58200,2023-09-05,2023-09-10,2024-08-31,2024-09-09,2024-10-15,확정,기타,Other,Minor,200,8.91,1479.06
CLM-001382,GM,GM Brazil Gravataí,BR,pt,Dimensional Out-of-Spec detectado em Sensor Module (SL-ELE-53846). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Electrification,센서모듈,Sensor Module,SL-ELE-53846,2022-03-15,2022-04-01,2023-03-25,2023-04-05,2023-05-13,보상완료,치수불량,Dimensional Out-of-Spec,Minor,1,23.05,21.21
CLM-001383,Kia,Kia Georgia Plant,US,en,Functional Failure detected on Inside Mirror (SL-MIR-44997). Identified at Kia Georgia Plant.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-44997,2024-07-01,2024-07-20,2025-05-20,2025-05-24,2025-06-21,확정,기능불량,Functional Failure,Critical,500,42.0,19110.0
CLM-001384,Stellantis,Stellantis Sterling Heights Assembly,US,en,Crack & Breakage detected on Wiring Harness (SL-ELE-33990). Identified at Stellantis Sterling Heights Assembly.,SL 천안공장,KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-33990,2023-05-24,2023-06-09,2024-01-11,2024-01-26,2024-03-05,보상완료,크랙·파손,Crack & Breakage,Minor,2,37.64,89.58
CLM-001385,GM,GM Brazil Gravataí,BR,pt,Surface & Plating Defect detectado em Sensor Module (SL-ELE-98637). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Electrification,센서모듈,Sensor Module,SL-ELE-98637,2022-09-01,2022-09-19,2023-04-06,2023-04-19,2023-05-18,확정,표면·도금불량,Surface & Plating Defect,Minor,8,40.59,285.75
CLM-001386,GM,SAIC-GM Shanghai,CN,zh,在Radiator Support（SL-FEM-13154）上发现Crack & Breakage。由SAIC-GM Shanghai确认。,SL Lumax (India),IN,Front End Module,라디에이터서포트,Radiator Support,SL-FEM-13154,2023-11-01,2023-11-14,2024-10-06,2024-10-20,,접수,크랙·파손,Crack & Breakage,Minor,200,11.73,2838.66
CLM-001387,Ford,Ford Kentucky Truck Plant,US,en,Material Defect detected on Power Window Switch (SL-ELE-99495). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-99495,2025-05-24,2025-06-09,2025-06-25,2025-07-02,2025-07-08,확정,소재불량,Material Defect,Minor,20,44.34,966.61
CLM-001388,KGM,KGM 평택공장,KR,ko,액추에이터모터(SL-ELE-98198) 부품에서 표면·도금불량 발생. KGM 평택공장에서 확인됨.,SL 성서공장,KR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-98198,2023-03-11,2023-03-17,2023-11-24,2023-12-03,2023-12-26,확정,표면·도금불량,Surface & Plating Defect,Minor,5,30.86,158.93
CLM-001389,Honda,Honda Marysville Auto Plant,US,en,Wiring & Electrical Defect detected on Inside Mirror (SL-MIR-86980). Identified at Honda Marysville Auto Plant.,SL Alabama,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-86980,2024-05-28,2024-05-31,2024-08-20,2024-08-24,2024-10-03,기각,배선·전장불량,Wiring & Electrical Defect,Critical,500,67.68,31132.8
CLM-001390,Honda,Honda Marysville Auto Plant,US,en,Dimensional Out-of-Spec detected on Actuator Motor (SL-ELE-24805). Identified at Honda Marysville Auto Plant.,SL 옌타이,CN,Electrification,액추에이터모터,Actuator Motor,SL-ELE-24805,2024-01-14,2024-01-30,2024-08-01,2024-08-09,,접수,치수불량,Dimensional Out-of-Spec,Major,200,18.08,4013.76
CLM-001391,Stellantis,Stellantis Sterling Heights Assembly,US,en,Surface & Plating Defect detected on Wiring Harness (SL-ELE-45593). Identified at Stellantis Sterling Heights Assembly.,SL Alabama,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-45593,2023-06-18,2023-07-07,2024-04-20,2024-05-02,2024-06-16,보상완료,표면·도금불량,Surface & Plating Defect,Minor,1,41.38,49.24
CLM-001392,Ford,Ford Kentucky Truck Plant,US,en,Foreign Material Contamination detected on Bumper Beam (SL-FEM-60641). Identified at Ford Kentucky Truck Plant.,SL Alabama,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-60641,2024-03-07,2024-03-18,2025-02-10,2025-02-21,2025-03-03,확정,이물혼입,Foreign Material Contamination,Major,500,22.25,13683.75
CLM-001393,Ford,Ford Kentucky Truck Plant,US,en,Functional Failure detected on Actuator Motor (SL-ELE-53066). Identified at Ford Kentucky Truck Plant.,SL Tennessee,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-53066,2022-09-06,2022-09-23,2023-01-04,2023-01-17,,조사중,기능불량,Functional Failure,Minor,1,52.16,67.29
CLM-001394,Kia,기아 광주공장,KR,ko,리어콤비램프(SL-LMP-92457) 부품에서 배선·전장불량 발생. Kia 기아 광주공장에서 확인됨.,SL 대구공장,KR,Lamp Systems,리어콤비램프,Rear Combination Lamp,SL-LMP-92457,2022-06-08,2022-06-13,2023-03-06,2023-03-14,2023-03-26,확정,배선·전장불량,Wiring & Electrical Defect,Minor,3,64.04,194.04
CLM-001395,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Foreign Material Contamination detected on Lower Control Arm (SL-CHS-96574). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Lumax (India),IN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-96574,2022-06-12,2022-06-19,2023-02-09,2023-02-18,2023-03-30,확정,이물혼입,Foreign Material Contamination,Major,200,18.07,4047.68
CLM-001396,BMW,BMW Leipzig Plant,DE,de,Design Flaw bei Actuator Motor (SL-ELE-88622) festgestellt. Erkannt bei BMW Leipzig Plant.,SL Poland,PL,Electrification,액추에이터모터,Actuator Motor,SL-ELE-88622,2024-12-24,2025-01-01,2025-02-27,2025-03-12,2025-04-09,확정,설계결함,Design Flaw,Minor,1,35.09,37.55
CLM-001397,Stellantis,Stellantis Toledo Assembly,US,en,Dimensional Out-of-Spec detected on Inside Mirror (SL-MIR-35509). Identified at Stellantis Toledo Assembly.,SL Tennessee,US,Mirror Systems,룸미러,Inside Mirror,SL-MIR-35509,2024-01-22,2024-02-02,2024-06-25,2024-06-29,2024-08-09,확정,치수불량,Dimensional Out-of-Spec,Critical,500,52.55,29428.0
CLM-001398,Kia,Kia India (Anantapur),IN,en,Surface & Plating Defect detected on Tail Lamp (SL-LMP-11435). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Lamp Systems,후미등,Tail Lamp,SL-LMP-11435,2023-09-16,2023-09-23,2024-08-27,2024-09-01,2024-09-27,확정,표면·도금불량,Surface & Plating Defect,Minor,20,63.78,1390.4
CLM-001399,Subaru,Subaru of Indiana Automotive,US,en,Surface & Plating Defect detected on Lower Control Arm (SL-CHS-11173). Identified at Subaru of Indiana Automotive.,SL Mexico (SLP),MX,Chassis Systems,로어암,Lower Control Arm,SL-CHS-11173,2023-03-22,2023-04-02,2024-01-10,2024-01-20,2024-01-26,확정,표면·도금불량,Surface & Plating Defect,Major,200,24.43,5765.48
CLM-001400,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Wiring & Electrical Defect detected on Lower Control Arm (SL-CHS-56128). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL Tennessee,US,Chassis Systems,로어암,Lower Control Arm,SL-CHS-56128,2024-08-19,2024-09-04,2024-12-27,2025-01-01,2025-01-09,확정,배선·전장불량,Wiring & Electrical Defect,Minor,50,38.06,2264.57
CLM-001401,Kia,기아 화성공장,KR,ko,스태빌라이저링크(SL-CHS-81668) 부품에서 기능불량 발생. Kia 기아 화성공장에서 확인됨.,호북삼립,CN,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-81668,2023-08-14,2023-08-28,2023-10-28,2023-11-11,2023-12-12,기각,기능불량,Functional Failure,Minor,5,29.09,136.72
CLM-001402,Ford,Changan Ford Chongqing,CN,zh,在Inside Mirror（SL-MIR-15038）上发现Dimensional Out-of-Spec。由Changan Ford Chongqing确认。,SL 옌타이,CN,Mirror Systems,룸미러,Inside Mirror,SL-MIR-15038,2024-07-10,2024-07-27,2025-02-19,2025-03-01,2025-04-06,보상완료,치수불량,Dimensional Out-of-Spec,Minor,8,49.27,338.98
CLM-001403,BMW,BMW Brilliance Shenyang,CN,zh,在Side Repeater Mirror（SL-MIR-16618）上发现Other。由BMW Brilliance Shenyang确认。,SL 미러텍(시흥),KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-16618,2024-02-15,2024-03-05,2024-06-09,2024-06-16,2024-07-15,확정,기타,Other,Major,200,26.44,5235.12
CLM-001404,Kia,Kia Georgia Plant,US,en,Wiring & Electrical Defect detected on Outside Mirror (SL-MIR-55187). Identified at Kia Georgia Plant.,SL Brazil,BR,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-55187,2024-03-28,2024-04-04,2025-02-11,2025-02-21,2025-04-03,보상완료,배선·전장불량,Wiring & Electrical Defect,Minor,5,30.77,181.54
CLM-001405,Ford,Changan Ford Chongqing,CN,zh,在Bonnet Latch（SL-FEM-58780）上发现Design Flaw。由Changan Ford Chongqing确认。,상해삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-58780,2025-05-19,2025-05-31,2025-06-07,2025-06-09,2025-07-15,확정,설계결함,Design Flaw,Minor,1,22.13,27.22
CLM-001406,Kia,Kia India (Anantapur),IN,en,Design Flaw detected on Lower Control Arm (SL-CHS-89052). Identified at Kia India (Anantapur).,SL 천안공장,KR,Chassis Systems,로어암,Lower Control Arm,SL-CHS-89052,2024-11-21,2024-11-30,2025-12-17,2025-12-30,,접수,설계결함,Design Flaw,Minor,3,25.28,61.43
CLM-001407,Honda,Honda Suzuka Factory,JP,ja,Side Repeater Mirror（SL-MIR-18826）にCrack & Breakageを検出。Honda Suzuka Factoryにて確認。,SL 천안공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-18826,2023-08-23,2023-09-02,2024-09-16,2024-09-30,,조사중,크랙·파손,Crack & Breakage,Major,200,23.54,4472.6
CLM-001408,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Lower Control Arm（SL-CHS-93305）上发现Foreign Material Contamination。由Beijing Hyundai Motor (BHMC)确认。,SL Poland,PL,Chassis Systems,로어암,Lower Control Arm,SL-CHS-93305,2025-06-09,2025-06-13,2025-08-20,2025-08-30,2025-09-29,기각,이물혼입,Foreign Material Contamination,Major,500,24.66,10850.4
CLM-001409,Stellantis,Stellantis Toluca Assembly,MX,es,Se detectó Other en Wiring Harness (SL-ELE-17289). Identificado en Stellantis Toluca Assembly.,SL Mexico (SLP),MX,Electrification,와이어링하네스,Wiring Harness,SL-ELE-17289,2025-08-16,2025-08-26,2025-11-28,2025-12-04,2025-12-08,확정,기타,Other,Minor,50,54.7,2762.35
CLM-001410,Subaru,Subaru of Indiana Automotive,US,en,Material Defect detected on Side Repeater Mirror (SL-MIR-81460). Identified at Subaru of Indiana Automotive.,SL Alabama,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-81460,2022-03-29,2022-04-12,2023-03-11,2023-03-18,2023-03-21,확정,소재불량,Material Defect,Minor,50,52.94,2435.24
CLM-001411,Subaru,Subaru Gunma Oizumi Plant,JP,ja,Power Window Switch（SL-ELE-84956）にCrack & Breakageを検出。Subaru Gunma Oizumi Plantにて確認。,SL 진량공장,KR,Electrification,파워윈도우스위치,Power Window Switch,SL-ELE-84956,2024-03-05,2024-03-12,2024-11-13,2024-11-26,2025-01-09,보상완료,크랙·파손,Crack & Breakage,Minor,1,23.93,28.72
CLM-001412,Kia,기아 광주공장,KR,ko,아웃사이드미러(SL-MIR-96068) 부품에서 조립불량 발생. Kia 기아 광주공장에서 확인됨.,SL 안산공장,KR,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-96068,2023-05-18,2023-05-31,2024-02-02,2024-02-16,2024-02-19,확정,조립불량,Assembly Defect,Minor,50,44.51,2002.95
CLM-001413,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Foreign Material Contamination detected on Tail Lamp (SL-LMP-64924). Identified at HMGMA (Hyundai Motor Group Metaplant America).,상해삼립,CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-64924,2022-05-26,2022-06-03,2023-06-26,2023-06-27,,조사중,이물혼입,Foreign Material Contamination,Critical,200,73.37,15994.66
CLM-001414,Ford,Ford Michigan Assembly,US,en,Crack & Breakage detected on Bumper Beam (SL-FEM-34887). Identified at Ford Michigan Assembly.,SL Tennessee,US,Front End Module,범퍼빔,Bumper Beam,SL-FEM-34887,2023-08-16,2023-08-24,2024-09-02,2024-09-15,2024-10-07,확정,크랙·파손,Crack & Breakage,Minor,50,15.74,865.7
CLM-001415,Ford,Changan Ford Chongqing,CN,zh,在Bonnet Latch（SL-FEM-39555）上发现Foreign Material Contamination。由Changan Ford Chongqing确认。,호북삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-39555,2024-08-31,2024-09-03,2024-10-07,2024-10-19,2024-11-17,보상완료,이물혼입,Foreign Material Contamination,Minor,2,28.99,63.78
CLM-001416,Stellantis,Stellantis Toluca Assembly,MX,es,Se detectó Surface & Plating Defect en Bonnet Latch (SL-FEM-96168). Identificado en Stellantis Toluca Assembly.,SL Mexico (SLP),MX,Front End Module,본넷래치,Bonnet Latch,SL-FEM-96168,2023-02-20,2023-03-06,2023-12-07,2023-12-09,2024-01-05,확정,표면·도금불량,Surface & Plating Defect,Minor,8,9.0,87.12
CLM-001417,GM,GM Spring Hill Assembly,US,en,Dimensional Out-of-Spec detected on Actuator Motor (SL-ELE-22509). Identified at GM Spring Hill Assembly.,SL Alabama,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-22509,2024-02-19,2024-03-01,2024-10-19,2024-10-24,2024-12-05,기각,치수불량,Dimensional Out-of-Spec,Major,500,26.46,14553.0
CLM-001418,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Crack & Breakage detected on Head Lamp (SL-LMP-47362). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Alabama,US,Lamp Systems,전조등,Head Lamp,SL-LMP-47362,2022-03-19,2022-03-29,2023-01-24,2023-02-08,2023-02-11,보상완료,크랙·파손,Crack & Breakage,Minor,12,83.03,856.87
CLM-001419,Kia,기아 화성공장,KR,ko,와이어링하네스(SL-ELE-33358) 부품에서 치수불량 발생. Kia 기아 화성공장에서 확인됨.,SL Alabama,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-33358,2022-09-09,2022-09-12,2023-06-16,2023-06-27,2023-07-24,확정,치수불량,Dimensional Out-of-Spec,Minor,3,44.52,156.27
CLM-001420,Hyundai,Beijing Hyundai Motor (BHMC),CN,zh,在Daytime Running Lamp（SL-LMP-80015）上发现Material Defect。由Beijing Hyundai Motor (BHMC)确认。,동풍삼립(우한),CN,Lamp Systems,주간주행등,Daytime Running Lamp,SL-LMP-80015,2022-10-25,2022-11-09,2023-01-26,2023-02-01,2023-02-25,확정,소재불량,Material Defect,Minor,20,43.36,884.54
CLM-001421,BMW,BMW Munich Plant,DE,de,Wiring & Electrical Defect bei Bonnet Latch (SL-FEM-36225) festgestellt. Erkannt bei BMW Munich Plant.,동풍삼립(우한),CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-36225,2022-12-30,2023-01-16,2023-04-24,2023-04-29,2023-05-03,확정,배선·전장불량,Wiring & Electrical Defect,Major,100,32.3,3811.4
CLM-001422,Stellantis,Stellantis Sterling Heights Assembly,US,en,Crack & Breakage detected on Wiring Harness (SL-ELE-15377). Identified at Stellantis Sterling Heights Assembly.,SL Tennessee,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-15377,2022-10-21,2022-10-26,2023-08-29,2023-09-07,2023-10-20,보상완료,크랙·파손,Crack & Breakage,Minor,5,13.55,60.98
CLM-001423,Stellantis,Stellantis Toledo Assembly,US,en,Design Flaw detected on Head Lamp (SL-LMP-53946). Identified at Stellantis Toledo Assembly.,호북삼립,CN,Lamp Systems,전조등,Head Lamp,SL-LMP-53946,2023-09-25,2023-10-08,2024-07-18,2024-07-27,,조사중,설계결함,Design Flaw,Minor,20,40.66,918.92
CLM-001424,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Functional Failure detected on Outside Mirror (SL-MIR-51096). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Tennessee,US,Mirror Systems,아웃사이드미러,Outside Mirror,SL-MIR-51096,2023-05-17,2023-06-04,2024-04-07,2024-04-18,,접수,기능불량,Functional Failure,Minor,8,38.17,287.04
CLM-001425,GM,GM Brazil Gravataí,BR,pt,Dimensional Out-of-Spec detectado em Wiring Harness (SL-ELE-93961). Identificado na GM Brazil Gravataí.,SL 대구공장,KR,Electrification,와이어링하네스,Wiring Harness,SL-ELE-93961,2023-12-11,2023-12-28,2024-02-07,2024-02-20,,조사중,치수불량,Dimensional Out-of-Spec,Minor,2,47.03,102.53
CLM-001426,Ford,Ford-Werke Cologne,DE,de,Assembly Defect bei Bonnet Latch (SL-FEM-63404) festgestellt. Erkannt bei Ford-Werke Cologne.,SL 천안공장,KR,Front End Module,본넷래치,Bonnet Latch,SL-FEM-63404,2023-08-16,2023-08-29,2024-01-04,2024-01-16,2024-02-12,보상완료,조립불량,Assembly Defect,Minor,12,14.27,138.7
CLM-001427,Ford,Ford Kentucky Truck Plant,US,en,Wiring & Electrical Defect detected on Tail Lamp (SL-LMP-59017). Identified at Ford Kentucky Truck Plant.,SL 옌타이,CN,Lamp Systems,후미등,Tail Lamp,SL-LMP-59017,2024-11-24,2024-12-11,2025-09-22,2025-09-23,2025-10-20,확정,배선·전장불량,Wiring & Electrical Defect,Minor,20,28.15,709.38
CLM-001428,Hyundai,현대자동차 아산공장,KR,ko,범퍼빔(SL-FEM-58623) 부품에서 치수불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 대구공장,KR,Front End Module,범퍼빔,Bumper Beam,SL-FEM-58623,2023-01-05,2023-01-24,2023-04-01,2023-04-16,2023-05-30,기각,치수불량,Dimensional Out-of-Spec,Minor,8,30.61,271.82
CLM-001429,BMW,BMW Leipzig Plant,DE,de,Foreign Material Contamination bei Actuator Motor (SL-ELE-31614) festgestellt. Erkannt bei BMW Leipzig Plant.,SL 대구공장,KR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-31614,2022-04-06,2022-04-16,2023-05-01,2023-05-12,,접수,이물혼입,Foreign Material Contamination,Minor,3,11.05,30.83
CLM-001430,Hyundai,현대자동차 아산공장,KR,ko,스태빌라이저링크(SL-CHS-71274) 부품에서 치수불량 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL Mexico (SLP),MX,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-71274,2024-09-17,2024-09-23,2025-01-20,2025-01-30,2025-02-13,기각,치수불량,Dimensional Out-of-Spec,Minor,1,13.63,15.81
CLM-001431,GM,GM Korea 창원공장,KR,ko,너클(SL-CHS-48702) 부품에서 조립불량 발생. GM Korea 창원공장에서 확인됨.,SL Mexico (SLP),MX,Chassis Systems,너클,Steering Knuckle,SL-CHS-48702,2024-05-30,2024-06-10,2024-10-20,2024-10-31,2024-11-11,확정,조립불량,Assembly Defect,Minor,12,21.43,277.73
CLM-001432,BMW,BMW Spartanburg Plant,US,en,Dimensional Out-of-Spec detected on Actuator Motor (SL-ELE-26299). Identified at BMW Spartanburg Plant.,SL Alabama,US,Electrification,액추에이터모터,Actuator Motor,SL-ELE-26299,2022-02-25,2022-03-17,2023-02-03,2023-02-05,2023-03-18,기각,치수불량,Dimensional Out-of-Spec,Minor,12,38.32,487.43
CLM-001433,Kia,기아 광주공장,KR,ko,본넷래치(SL-FEM-32003) 부품에서 이물혼입 발생. Kia 기아 광주공장에서 확인됨.,호북삼립,CN,Front End Module,본넷래치,Bonnet Latch,SL-FEM-32003,2024-11-07,2024-11-13,2025-01-29,2025-02-06,2025-02-12,기각,이물혼입,Foreign Material Contamination,Minor,20,18.26,335.98
CLM-001434,Stellantis,Stellantis Toledo Assembly,US,en,Design Flaw detected on Stabilizer Link (SL-CHS-65450). Identified at Stellantis Toledo Assembly.,SL 성서공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-65450,2022-07-14,2022-07-17,2023-03-04,2023-03-09,2023-04-21,확정,설계결함,Design Flaw,Minor,20,41.76,835.2
CLM-001435,Hyundai,HMMA (Hyundai Motor Manufacturing Alabama),US,en,Functional Failure detected on Stabilizer Link (SL-CHS-57863). Identified at HMMA (Hyundai Motor Manufacturing Alabama).,SL 안산공장,KR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-57863,2023-01-05,2023-01-19,2023-02-25,2023-03-01,2023-03-08,기각,기능불량,Functional Failure,Minor,5,34.42,192.75
CLM-001436,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Crack & Breakage detected on Bumper Beam (SL-FEM-55463). Identified at HMGMA (Hyundai Motor Group Metaplant America).,동풍삼립(우한),CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-55463,2025-04-28,2025-05-02,2025-12-14,2025-12-20,,접수,크랙·파손,Crack & Breakage,Minor,8,10.03,73.82
CLM-001437,Kia,Kia Georgia Plant,US,en,Other detected on Stabilizer Link (SL-CHS-57889). Identified at Kia Georgia Plant.,SL Alabama,US,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-57889,2024-01-10,2024-01-23,2024-03-13,2024-03-25,2024-04-26,보상완료,기타,Other,Minor,1,22.54,23.22
CLM-001438,GM,GM Brazil Gravataí,BR,pt,Surface & Plating Defect detectado em Stabilizer Link (SL-CHS-63033). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Chassis Systems,스태빌라이저링크,Stabilizer Link,SL-CHS-63033,2023-07-26,2023-08-08,2024-03-15,2024-03-22,2024-04-29,보상완료,표면·도금불량,Surface & Plating Defect,Minor,5,41.08,238.26
CLM-001439,GM,GM Brazil Gravataí,BR,pt,Functional Failure detectado em Actuator Motor (SL-ELE-59054). Identificado na GM Brazil Gravataí.,SL Brazil,BR,Electrification,액추에이터모터,Actuator Motor,SL-ELE-59054,2025-07-14,2025-07-22,2025-08-17,2025-08-21,2025-09-23,보상완료,기능불량,Functional Failure,Minor,2,34.39,63.28
CLM-001440,Hyundai,현대자동차 울산공장,KR,ko,센서모듈(SL-ELE-66686) 부품에서 기타 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 진량공장,KR,Electrification,센서모듈,Sensor Module,SL-ELE-66686,2025-05-18,2025-05-27,2025-09-28,2025-10-02,2025-10-14,보상완료,기타,Other,Minor,50,19.57,1115.49
CLM-001441,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Dimensional Out-of-Spec detected on Wiring Harness (SL-ELE-52226). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Tennessee,US,Electrification,와이어링하네스,Wiring Harness,SL-ELE-52226,2023-04-03,2023-04-11,2024-05-06,2024-05-20,2024-06-21,확정,치수불량,Dimensional Out-of-Spec,Major,200,48.68,11001.68
CLM-001442,Kia,Kia Georgia Plant,US,en,Design Flaw detected on Side Repeater Mirror (SL-MIR-80112). Identified at Kia Georgia Plant.,SL Tennessee,US,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-80112,2023-12-18,2023-12-25,2024-11-23,2024-11-24,,조사중,설계결함,Design Flaw,Minor,1,48.76,45.35
CLM-001443,KGM,KGM 평택공장,KR,ko,사이드리피터미러(SL-MIR-46556) 부품에서 기타 발생. KGM 평택공장에서 확인됨.,SL 대구공장,KR,Mirror Systems,사이드리피터미러,Side Repeater Mirror,SL-MIR-46556,2024-06-04,2024-06-13,2024-08-23,2024-08-28,2024-09-04,확정,기타,Other,Major,200,46.26,11472.48
CLM-001444,Hyundai,HMGMA (Hyundai Motor Group Metaplant America),US,en,Dimensional Out-of-Spec detected on Steering Knuckle (SL-CHS-54839). Identified at HMGMA (Hyundai Motor Group Metaplant America).,SL Tennessee,US,Chassis Systems,너클,Steering Knuckle,SL-CHS-54839,2023-02-25,2023-03-01,2023-09-17,2023-10-02,2023-10-25,보상완료,치수불량,Dimensional Out-of-Spec,Major,200,34.76,7716.72
CLM-001445,Hyundai,현대자동차 아산공장,KR,ko,혼(SL-FEM-42224) 부품에서 설계결함 발생. Hyundai 현대자동차 아산공장에서 확인됨.,SL 미러텍(시흥),KR,Front End Module,혼,Horn,SL-FEM-42224,2023-03-27,2023-04-03,2024-03-13,2024-03-16,2024-04-15,보상완료,설계결함,Design Flaw,Minor,3,21.3,65.82
CLM-001446,Hyundai,현대자동차 울산공장,KR,ko,혼(SL-FEM-72671) 부품에서 표면·도금불량 발생. Hyundai 현대자동차 울산공장에서 확인됨.,SL 천안공장,KR,Front End Module,혼,Horn,SL-FEM-72671,2022-07-12,2022-07-15,2023-02-27,2023-03-03,2023-03-09,확정,표면·도금불량,Surface & Plating Defect,Minor,20,29.53,572.88
CLM-001447,Kia,Kia India (Anantapur),IN,en,Functional Failure detected on Lower Control Arm (SL-CHS-14927). Identified at Kia India (Anantapur).,SL Lumax (India),IN,Chassis Systems,로어암,Lower Control Arm,SL-CHS-14927,2024-08-16,2024-08-28,2025-08-26,2025-09-07,,조사중,기능불량,Functional Failure,Minor,8,12.61,112.99
CLM-001448,GM,GM Spring Hill Assembly,US,en,Dimensional Out-of-Spec detected on Bonnet Latch (SL-FEM-58660). Identified at GM Spring Hill Assembly.,SL Alabama,US,Front End Module,본넷래치,Bonnet Latch,SL-FEM-58660,2022-05-21,2022-05-29,2023-01-05,2023-01-06,2023-01-24,보상완료,치수불량,Dimensional Out-of-Spec,Minor,5,29.73,167.97
CLM-001449,Kia,Kia Georgia Plant,US,en,Surface & Plating Defect detected on Bumper Beam (SL-FEM-47057). Identified at Kia Georgia Plant.,북경삼립,CN,Front End Module,범퍼빔,Bumper Beam,SL-FEM-47057,2025-02-06,2025-02-19,2025-07-06,2025-07-16,2025-08-25,확정,표면·도금불량,Surface & Plating Defect,Minor,2,22.11,40.24
CLM-001450,BMW,BMW Brilliance Shenyang,CN,zh,在Actuator Motor（SL-ELE-43775）上发现Foreign Material Contamination。由BMW Brilliance Shenyang确认。,북경삼립,CN,Electrification,액추에이터모터,Actuator Motor,SL-ELE-43775,2025-03-24,2025-03-28,2025-11-02,2025-11-12,2025-12-05,확정,이물혼입,Foreign Material Contamination,Minor,1,49.0,53.9
